,name,floorSize,price,lat,lng
1312," 1805 Nevada St Stockton, CA 95206 ","1,023 sqft","$242,079",37.928688,-121.31283
1313," 1245 Colusa St San Diego, CA 92110 ",945 sqft,"$859,900",32.767567,-117.190384
1314," 2305 Effie St Los Angeles, CA 90026 ","1,342 sqft","$999,999",34.086704,-118.26127
1315," 315 La Loma Ave Modesto, CA 95354 ","1,723 sqft","$385,000",37.643806,-120.98644
1316," 10715 Loughton Ave Bakersfield, CA 93311 ","2,127 sqft","$369,900",35.34771,-119.121605
1317," 10 Admiralty Cross Coronado, CA 92118 ","2,287 sqft","$2,100,000",32.626736,-117.13522
1318," 5401 Carlin St Los Angeles, CA 90016 ",930 sqft,"$659,000",34.03056,-118.36097
1319," 805 Anacapa Ct San Diego, CA 92109 ","2,010 sqft","$1,599,900",32.760376,-117.249306
1320," 2968 Beighle St Stockton, CA 95206 ","1,981 sqft","$385,000",37.92518,-121.255196
1321," 11280 Norwood Ave Riverside, CA 92505 ","1,454 sqft","$399,500",33.921116,-117.495926
1322," 18 L St Chula Vista, CA 91911 ","1,245 sqft","$489,000",32.623573,-117.06
1323," 1955 W Greenleaf Ave #T Anaheim, CA 92801 ","1,440 sqft","$410,000",33.84251,-117.94993
1324," 2129 Queensborough Ln Los Angeles, CA 90077 ","7,210 sqft","$5,650,000",34.107162,-118.47627
1325," 633 Hampshire St #6 San Francisco, CA 94110 ","1,100 sqft","$1,099,000",37.76143,-122.40783
1326," 9301 Sierra Mar Dr Los Angeles, CA 90069 ","3,433 sqft","$17,500,000",34.095257,-118.393814
1327," 2652 Moss Ave Los Angeles, CA 90065 ","1,171 sqft","$1,380,000",34.110386,-118.23768
1328," 1262 Kettner Blvd #504 San Diego, CA 92101 ",682 sqft,"$475,000",32.71857,-117.16946
1329," 6650 Colgate Ave Los Angeles, CA 90048 ","1,831 sqft","$1,849,999",34.07004,-118.372284
1330," 1711 Honestidad Rd San Diego, CA 92154 ","1,648 sqft","$529,000",32.563324,-117.08437
1331," 3644 Van Buren Blvd Riverside, CA 92503 ","1,550 sqft","$450,000",33.917633,-117.444855
1332," 9000 Cynthia St #402 West Hollywood, CA 90069 ","1,991 sqft","$1,450,000",34.08699,-118.38808
1333," 17292 Candleberry Irvine, CA 92612 ","1,384 sqft","$709,888",33.662773,-117.80303
1334," 9544 Enchantment Ln Stockton, CA 95209 ","1,752 sqft","$323,644",38.03797,-121.3231
1335," 3609 S Olive St Santa Ana, CA 92707 ","1,730 sqft","$729,000",33.699486,-117.87719
1336," 819 N Sycamore Ave Los Angeles, CA 90038 ","2,211 sqft","$1,899,000",34.085827,-118.34315
1337," 5166 Rhonda Dr San Jose, CA 95129 ","2,388 sqft","$1,750,000",37.299107,-121.99247
1338," 514 514 1/2 E #89 Los Angeles, CA 90003 ","1,808 sqft","$579,900",33.964138,-118.27392
1339," 34231 Torrington Pl Fremont, CA 94555 ","1,400 sqft","$998,000",37.580402,-122.03635
1340," 1429 Kent Way Modesto, CA 95355 ","1,509 sqft","$329,900",37.664345,-120.971855
1341," 3915 Vista Linda Dr Encino, CA 91316 ","4,636 sqft","$2,195,000",34.1415,-118.52787
1342," 481 Clementina St #E San Francisco, CA 94103 ",836 sqft,"$960,000",37.779213,-122.40551
1343," 4433 Lockwood Ave Los Angeles, CA 90029 ","4,518 sqft","$2,299,500",34.08902,-118.29042
1344," 1129 E 103rd St Los Angeles, CA 90002 ","1,648 sqft","$399,000",33.943558,-118.25547
1345," 5112 Marlborough Dr San Diego, CA 92116 ",642 sqft,"$395,000",32.770454,-117.10668
1346," 995 S Firefly Dr Anaheim, CA 92808 ","1,709 sqft","$699,900",33.8541,-117.746315
1347," 1521 La Chica Dr Chula Vista, CA 91911 ","2,211 sqft","$650,000",32.61318,-117.02005
1348," 17274 Libertad Dr San Diego, CA 92127 ","1,242 sqft","$699,000",33.029556,-117.09035
1349," 18270 Rosita St Tarzana, CA 91356 ","1,705 sqft","$949,000",34.15757,-118.53134
1350," 16755 Coyote Bush Dr #41 San Diego, CA 92127 ","1,885 sqft","$742,900",33.02405,-117.12831
1351," 11820 Mayfield Ave #209 Los Angeles, CA 90049 ","1,169 sqft","$779,000",34.049755,-118.4654
1352," 20327 Saticoy St #216 Winnetka, CA 91306 ",640 sqft,"$269,000",34.20881,-118.57647
1353," 1706 S Carmelina Ave Los Angeles, CA 90025 ","1,220 sqft","$1,399,000",34.035324,-118.4617
1354," 5751 Malvern Ct San Diego, CA 92120 ","2,100 sqft","$819,000",32.785126,-117.07326
1355," 118 Spiral Irvine, CA 92618 ","3,116 sqft","$1,278,499",33.6843,-117.727
1356," 8137 Amor Rd Los Angeles, CA 90046 ","2,256 sqft","$2,897,998",34.121284,-118.37579
1357," 4095 Canterbury Rd Riverside, CA 92504 ","1,250 sqft","$428,000",33.939644,-117.42449
1358," 6413-6415 Pollard St Los Angeles, CA 90042 ","7,652 sqft","$3,795,000",34.11984,-118.17798
1359," 9129 La Salle Ave Los Angeles, CA 90047 ","1,453 sqft","$555,000",33.953716,-118.30587
1360," 3012 Yale Ave Marina Del Rey, CA 90292 ","2,268 sqft","$2,585,000",33.98861,-118.44874
1361," 18640 Collins St #117 Tarzana, CA 91356 ",945 sqft,"$352,500",34.17401,-118.53971
1362," 8 Beverly Park Beverly Hills, CA 90210 ","11,145 sqft","$32,500,000",34.10862,-118.42223
1363," 4744 Lemona Ave Sherman Oaks, CA 91403 ","2,962 sqft","$1,350,000",34.156876,-118.45928
1364," 2222 Avenue Of The Stars #2706 Los Angeles, CA 90067 ","1,639 sqft","$2,095,000",34.05223,-118.40847
1365," Vega Plan in Westcliffe at Porter Ranch - Cascades Collection by Toll Brothers Porter Ranch, CA 91326 ","4,678 sqft","$1,509,995+",34.2829,-118.5779
1366," 2855 Custer Dr San Jose, CA 95124 ","1,136 sqft","$1,050,000",37.27,-121.91707
1367," 1616 W 24th St Los Angeles, CA 90007 ","1,072 sqft","$699,900",34.034363,-118.29802
1368," 1800 Washington St #212 San Francisco, CA 94109 ",745 sqft,"$949,000",37.79343,-122.42343
1369," 10258 Black Mountain Rd #149 San Diego, CA 92126 ",686 sqft,"$259,900",32.90392,-117.12496
1370," 1155 S Grand Ave #710 Los Angeles, CA 90015 ",840 sqft,"$638,000",34.04052,-118.26325
1371," 1300 81st Ave Oakland, CA 94621 ","3,137 sqft","$795,000",37.75432,-122.18279
1372," 22811 Macfarlane Dr Woodland Hills, CA 91364 ","1,850 sqft","$1,050,000",34.162487,-118.6236
1373," 534 Charlana Dr Bakersfield, CA 93308 ","1,625 sqft","$205,000",35.42399,-119.03278
1374," 105 Eleanora 25 #25 Irvine, CA 92602 ","2,805 sqft","$1,487,000",33.74162,-117.73924
1375," 105 Cantata #48 Irvine, CA 92606 ","2,853 sqft","$1,585,122",33.732807,-117.73817
1376," Residence Three Plan in The Trails at Mockingbird Canyon by KB Home Riverside, CA 92504 ","4,986 sqft","$914,990+",33.8649,-117.38226
1377," 23941 Homezell Dr West Hills, CA 91304 ","4,513 sqft","$1,199,000",34.226345,-118.64836
1378," 19231 Sherman Way #38 Reseda, CA 91335 ","1,200 sqft","$359,000",34.20197,-118.55277
1379," 3790 Florida St #C220 San Diego, CA 92104 ",520 sqft,"$250,000",32.74751,-117.144066
1380," 2536 Pine St Bakersfield, CA 93301 ","1,923 sqft","$337,500",35.385147,-119.02925
1381," 1225 Roslyn Ln La Jolla, CA 92037 ","2,287 sqft","$1,750,000",32.84823,-117.27173
1382," 2283 Oregon Ave Long Beach, CA 90806 ","1,891 sqft","$739,900",33.798706,-118.20162
1383," 5913 Blue Spruce Ave Bakersfield, CA 93313 ","1,838 sqft","$306,800",35.13667,-119.04188
1384," 3916 New Haven Dr Riverside, CA 92505 ","1,116 sqft","$395,000",33.904003,-117.48108
1385," 3821 Steedman Way Stockton, CA 95209 ","1,801 sqft","$360,000",38.03849,-121.36445
1386," 3236 Malabar St Los Angeles, CA 90063 ","1,500 sqft","$613,000",34.04419,-118.19331
1387," 7100 Estepa Dr Tujunga, CA 91042 ","1,766 sqft","$988,500",34.24233,-118.28629
1388," 9304 Warbler Way West Hollywood, CA 90069 ","3,094 sqft","$4,499,000",34.09879,-118.392235
1389," 9 Kiska Rd San Francisco, CA 94124 ","1,463 sqft","$699,990",37.730213,-122.37898
1390," 13621 Onkayha Cir Irvine, CA 92620 ","2,260 sqft","$990,000",33.712585,-117.77499
1391," 110 W 48th St Los Angeles, CA 90037 ","1,134 sqft","$399,799",33.999004,-118.274414
1392," 5051 Savannah St San Diego, CA 92110 ","1,808 sqft","$998,000",32.7703,-117.200584
1393," 7322 W 90th St Los Angeles, CA 90045 ","1,848 sqft","$1,160,065",33.954876,-118.423256
1394," 1912 16th Ave Oakland, CA 94606 ","3,608 sqft","$1,148,888",37.791767,-122.24043
1395," 4134 N Maroa Ave Fresno, CA 93704 ","2,946 sqft","$699,950",36.79283,-119.799034
1397," 447 A Ave Coronado, CA 92118 ","1,305 sqft","$1,499,000",32.692078,-117.17164
1398," 2019 Sunset Plaza Dr West Hollywood, CA 90069 ","3,064 sqft","$1,960,000",34.105587,-118.38245
1399," 14817 Sherman Way #1 Van Nuys, CA 91405 ",856 sqft,"$345,000",34.201958,-118.4561
1400," 963 W Upland Ave San Pedro, CA 90731 ","2,840 sqft","$719,000",33.749794,-118.29818
1401," 5204 San Lucas Dr Bakersfield, CA 93307 ","1,315 sqft","$214,990",35.347664,-118.94655
1402," 604 Park Hurst Way Modesto, CA 95358 ","1,463 sqft","$289,999",37.597195,-120.99989
1403," 1082 S Rossano Way Anaheim, CA 92808 ",994 sqft,"$487,500",33.848408,-117.73804
1404," 3842 W Alluvial Ave Fresno, CA 93711 ","6,749 sqft","$1,999,000",36.84363,-119.862656
1405," 6250 Hollywood Blvd #10H Los Angeles, CA 90028 ","1,220 sqft","$838,000",34.10063,-118.32587
1406," 237 N Evelyn Dr Anaheim, CA 92805 ","1,781 sqft","$699,000",33.841236,-117.892586
1407," 943 S Claudina St Anaheim, CA 92805 ","1,215 sqft","$565,000",33.821716,-117.908424
1408," 190 Pineview Irvine, CA 92620 ","1,329 sqft","$499,000",33.715115,-117.756775
1409," 121 S Hope St #608 Los Angeles, CA 90012 ",913 sqft,"$619,000",34.05594,-118.25064
1410," 1260 N Kings Rd #11 West Hollywood, CA 90069 ","1,437 sqft","$1,099,999",34.093307,-118.37238
1411," 1465 C St #3413 San Diego, CA 92101 ","1,083 sqft","$465,000",32.716496,-117.150925
1412," 359-361 Arlington St San Francisco, CA 94131 ","2,840 sqft","$1,959,000",37.736073,-122.42776
1413," 6574 W Sussex Way Fresno, CA 93723 ","3,062 sqft","$589,000",36.791183,-119.90969
1414," 13088 Ottoman St Arleta, CA 91331 ","1,262 sqft","$500,000",34.23636,-118.41743
1415," 6141 W Los Altos Ave Fresno, CA 93722 ","3,410 sqft","$528,900",36.83251,-119.902824
1416," 4502 S Van Ness Ave Los Angeles, CA 90062 ","1,584 sqft","$750,000",34.00265,-118.316795
1417," 4069-4069A 26th St San Francisco, CA 94131 ","2,020 sqft","$3,495,000",37.74803,-122.4308
1418," 7842 La Salle Ave Los Angeles, CA 90047 ","1,450 sqft","$529,000",33.967834,-118.30542
1419," 920 52nd Ave Oakland, CA 94601 ","1,200 sqft","$600,000",37.76561,-122.21005
1420," 5370 Vanalden Ave Tarzana, CA 91356 ","5,971 sqft","$2,995,000",34.168945,-118.54966
1421," 134 Pixel Irvine, CA 92618 ","4,097 sqft","$1,661,990",33.6874,-117.7248
1422," 18445 Santa Leonora Cir Fountain Valley, CA 92708 ","2,620 sqft","$825,000",33.694805,-117.97644
1423," 19009 Sherman Way #36 Reseda, CA 91335 ",860 sqft,"$344,000",34.201504,-118.54731
1424," 4249 Newdale Dr Los Angeles, CA 90027 ","2,997 sqft","$1,825,000",34.106243,-118.282455
1425," 23020 Lull St Canoga Park, CA 91304 ","1,196 sqft","$639,900",34.20901,-118.6286
1426," 10350 Matador Ct San Diego, CA 92124 ","1,887 sqft","$839,990",32.83375,-117.10666
1427," 5004 Cahuenga Blvd North Hollywood, CA 91601 ","1,826 sqft","$849,999",34.161434,-118.36116
1428," 7080 Mulholland Dr Los Angeles, CA 90068 ","5,600 sqft","$6,495,000",34.116573,-118.34405
1429," 6023 Overhill Dr Los Angeles, CA 90043 ","2,921 sqft","$1,200,000",33.98466,-118.35517
1430," 1123 E 126th St Los Angeles, CA 90059 ","1,225 sqft","$469,900",33.918697,-118.25521
1431," 1428 S Crescent Heights Blvd Los Angeles, CA 90035 ","4,135 sqft","$2,250,000",34.051548,-118.37206
1432," 114 Hazel Ln Piedmont, CA 94611 ","4,648 sqft","$3,695,000",37.822548,-122.23086
1433," 2111 S Lotus Ave Fresno, CA 93706 ",980 sqft,"$108,000",36.721153,-119.78707
1434," 18742 Cedargrove Path Riverside, CA 92504 ","2,780 sqft","$649,000",33.847576,-117.365105
1435," 5522 E Indianapolis Ave Fresno, CA 93727 ","1,822 sqft","$260,188",36.798668,-119.70301
1436," 11119 La Salle Ave Los Angeles, CA 90047 ","1,293 sqft","$535,000",33.933243,-118.3058
1437," 455-457 Ellis St San Francisco, CA 94102 ","5,808 sqft","$4,000,000",37.784473,-122.41364
1438," 8680 New Salem St #151 San Diego, CA 92126 ",581 sqft,"$300,000",32.91351,-117.13756
1439," 1007 Carol Dr West Hollywood, CA 90069 ","2,806 sqft","$2,295,000",34.089085,-118.39136
1440," 905 Water St Bakersfield, CA 93305 ","1,324 sqft","$154,999",35.39547,-118.98444
1441," 39109 Guardino Dr #239 Fremont, CA 94538 ",857 sqft,"$499,500",37.557854,-121.970795
1442," 2260 Del Mar Heights Rd Del Mar, CA 92014 ","3,017 sqft","$2,695,000",32.949787,-117.25626
1443," 914 E Saint Andrew Pl Santa Ana, CA 92707 ",853 sqft,"$525,000",33.72216,-117.8591
1444," 4546 Del Monte Ave San Diego, CA 92107 ","3,400 sqft","$1,795,000",32.739754,-117.245186
1445," 18675 Hillsboro Rd Porter Ranch, CA 91326 ","4,583 sqft","$1,399,000",34.26254,-118.53984
1446," 41381 Carmen St Fremont, CA 94539 ","1,338 sqft","$1,299,000",37.536423,-121.9506
1447," 7052 Alabama Ave Canoga Park, CA 91303 ","8,234 sqft","$2,995,000",34.198914,-118.59866
1448," 10405 Wentworth Ct Bakersfield, CA 93311 ","2,350 sqft","$409,000",35.324688,-119.11806
1449," 3516 Lahaina Ct Riverside, CA 92503 ","1,815 sqft","$399,900",33.88842,-117.49553
1450," 241 W Gage Ave Los Angeles, CA 90003 ","2,703 sqft","$485,000",33.982674,-118.27751
1451," 3033 Perlita Ave Los Angeles, CA 90039 ","2,499 sqft","$1,099,000",34.1113,-118.24894
1452," 2649 Arvia St Los Angeles, CA 90065 ","3,293 sqft","$1,100,000",34.096165,-118.22979
1453," Citadel Plan in Copper River - Pinnacle Series by Lennar Fresno, CA 93730 ","3,319 sqft","$746,950+",36.8043,-119.647
1454," 7816 Prestwick Cir San Jose, CA 95135 ","1,490 sqft","$615,000",37.290993,-121.73839
1455," 12476 Osprey Ln #2 Los Angeles, CA 90094 ","1,909 sqft","$1,979,000",33.979195,-118.41034
1456," 435 W Center Street Promenade #308 Anaheim, CA 92805 ","2,179 sqft","$590,000",33.833637,-117.91857
1457," 121 Hahn St San Francisco, CA 94134 ",975 sqft,"$883,000",37.713017,-122.415184
1458," 1825 S Oxford Ave Los Angeles, CA 90006 ","2,524 sqft","$960,000",34.04056,-118.30793
1459," 1118 W 81st Pl Los Angeles, CA 90044 ","1,441 sqft","$499,000",33.964878,-118.29478
1460," 2517 S Waldby Ave Fresno, CA 93725 ","2,427 sqft","$340,000",36.710526,-119.71398
1461," 11302 Victory Blvd North Hollywood, CA 91606 ","1,624 sqft","$699,000",34.186424,-118.37776
1462," 122 Canyon Crk Irvine, CA 92603 ","9,027 sqft","$7,999,888",33.63458,-117.776085
1463," 7797 Doug Hl San Diego, CA 92127 ","3,582 sqft","$1,639,000",32.99073,-117.158394
1464," 5003 Baja Dr Bakersfield, CA 93307 ","2,167 sqft","$263,000",35.342052,-118.94887
1465," 1028 Ardmore St Riverside, CA 92507 ",884 sqft,"$320,000",34.004314,-117.34649
1466," 3312 Elda Ave Bakersfield, CA 93307 ","2,944 sqft","$310,000",35.3244,-118.99281
1467," 1111 Boynton Ave San Jose, CA 95117 ","1,140 sqft","$1,050,000",37.30601,-121.966324
1468," 380 E Saint James St San Jose, CA 95112 ","1,224 sqft","$799,000",37.342762,-121.88461
1469," 512 Partridge Ave Bakersfield, CA 93309 ","1,834 sqft","$288,000",35.358387,-119.07466
1470," 13041 Filmore St Pacoima, CA 91331 ","1,148 sqft","$495,000",34.275356,-118.41707
1471," 515 N West St Anaheim, CA 92801 ","2,749 sqft","$899,888",33.837257,-117.92896
1472," 1005 Havenhurst Dr La Jolla, CA 92037 ","2,488 sqft","$2,175,000",32.823776,-117.26794
1473," 139 Cardinal Irvine, CA 92618 ","2,874 sqft","$1,449,880",33.698524,-117.72278
1474," 5254 Loki Ln Stockton, CA 95219 ","2,222 sqft","$398,999",38.05609,-121.38009
1475," 1593 Husted Ave San Jose, CA 95125 ","1,559 sqft","$1,380,000",37.279675,-121.900345
1476," 1000 E Ocean Blvd #413 Long Beach, CA 90802 ","1,368 sqft","$799,000",33.76572,-118.180984
1477," 1329 Goucher St Pacific Palisades, CA 90272 ","3,776 sqft","$6,180,000",34.05283,-118.52218
1478," 3515 W Stonepine Ln #C Anaheim, CA 92804 ",798 sqft,"$339,900",33.813614,-118.01193
1479," 1771 Washington St #2 San Francisco, CA 94109 ","1,655 sqft","$2,295,000",37.79257,-122.42225
1480," 11959 Mayfield Ave #2 Los Angeles, CA 90049 ","2,264 sqft","$1,395,000",34.048283,-118.46822
1481," 35372 Ratto Pl Fremont, CA 94536 ","1,550 sqft","$988,888",37.56869,-122.028786
1482," 4991 Englewood Dr San Jose, CA 95129 ","4,179 sqft","$2,695,000",37.300766,-121.990005
1483," 1401 Villette Ct Modesto, CA 95356 ","2,737 sqft","$475,000",37.699463,-121.015175
1484," 534 Fierro Loop Campbell, CA 95008 ","1,552 sqft","$1,299,999",37.295277,-121.962166
1485," 1514 7th Ave #806 San Diego, CA 92101 ","1,348 sqft","$589,900",32.721317,-117.158676
1486," 5028 Capehart St San Diego, CA 92117 ","1,032 sqft","$600,000",32.837048,-117.20618
1487," 9951 Glencrest Cir Burbank, CA 91504 ","1,812 sqft","$845,000",34.21398,-118.347885
1488," 19255 Pebble Beach Pl Porter Ranch, CA 91326 ","2,294 sqft","$920,000",34.286022,-118.552124
1489," 217 Church St Modesto, CA 95357 ","1,067 sqft","$220,000",37.64156,-120.90283
1490," 6318 W Norwich Ave Fresno, CA 93722 ","1,427 sqft","$289,000",36.800495,-119.90422
1491," 3308 Corvallis Ln Bakersfield, CA 93309 ","1,547 sqft","$253,900",35.325005,-119.074844
1492," Residence Three Plan in Riverside - Tramonte at Citrus Heights by City Ventures Riverside, CA 92503 ","4,424 sqft","$694,990+",33.872196,-117.42688
1493," 1629 Collingwood Dr San Diego, CA 92109 ","3,010 sqft","$1,999,000",32.807415,-117.24146
1494," 446 W 22nd St San Pedro, CA 90731 ","1,558 sqft","$618,500",33.7245,-118.28685
1495," 900 S Mansfield Ave Los Angeles, CA 90036 ","8,168 sqft","$3,999,999",34.05863,-118.34158
1496," 422 Parkwood Dr Los Angeles, CA 90077 ","7,025 sqft","$17,300,000",34.085117,-118.43388
1497," 1232 E Andrews Ave Fresno, CA 93704 ",672 sqft,"$140,000",36.780148,-119.7956
1498," 2327 N Spurgeon St Santa Ana, CA 92706 ","1,599 sqft","$850,000",33.767582,-117.86471
1499," 4985 Brookburn Dr San Diego, CA 92130 ","2,739 sqft","$1,369,000",32.946976,-117.20967
1500," 2841 Avella Ct San Diego, CA 92108 ","2,342 sqft","$984,995",32.77387,-117.14411
1501," 3595 Santa Fe Ave #222 Long Beach, CA 90810 ","1,600 sqft","$505,900",33.82037,-118.218056
1502," 634 Westminster Ave Venice, CA 90291 ","3,216 sqft","$3,350,000",33.99424,-118.466484
1503," 2351 Ocean Ave Venice, CA 90291 ",708 sqft,"$1,399,000",33.98576,-118.464165
1504," 1426 Caminito Sardinia #3 Chula Vista, CA 91915 ","1,723 sqft","$515,000",32.630127,-116.963295
1505," 14114 Kellbara Ct San Diego, CA 92129 ","2,238 sqft","$949,900",32.97397,-117.11681
1506," 421 S La Fayette Park Pl #713 Los Angeles, CA 90057 ",850 sqft,"$383,592",34.065105,-118.28217
1507," 2941 Mission Village Dr San Diego, CA 92123 ","2,150 sqft","$779,000",32.79775,-117.1256
1508," 22125 Devonshire St Chatsworth, CA 91311 ","2,236 sqft","$780,000",34.257458,-118.60913
1509," 4114 Bastile Ct Stockton, CA 95206 ","2,555 sqft","$390,000",37.9072,-121.31733
1510," 1006 Gallery Ct San Diego, CA 92114 ","2,446 sqft","$549,900",32.69536,-117.07213
1511," 5805 Baguette Ave Bakersfield, CA 93313 ","1,898 sqft","$297,400",35.291553,-119.0703
1512," Plan C1 in MDL by Intracorp Homes Irvine, CA 92614 ","1,838 sqft","$848,888+",33.687923,-117.85257
1514," 13429 Tiara St Van Nuys, CA 91401 ","1,729 sqft","$899,000",34.17855,-118.42604
1515," 3385 Santa Fe Ave #3 Long Beach, CA 90810 ",730 sqft,"$259,000",33.81739,-118.21591
1516," 222 W Ridgepoint Dr Fresno, CA 93711 ","3,177 sqft","$625,000",36.86737,-119.793915
1517," 15455 Glenoaks Blvd #137 Sylmar, CA 91342 ","1,392 sqft","$210,000",34.327065,-118.46666
1518," 14856 San Jose St Mission Hills, CA 91345 ","1,834 sqft","$589,500",34.26061,-118.45619
1519," 5701 Calmor Ave #2 San Jose, CA 95123 ",903 sqft,"$459,000",37.246655,-121.8532
1520," 11304 Dona Lola Dr Studio City, CA 91604 ","2,026 sqft","$1,495,000",34.131927,-118.37702
1521," 7288 Sebastian Ave Jurupa Valley, CA 92509 ","1,915 sqft","$454,900",33.98261,-117.44262
1522," 7225 Navajo Rd #104 San Diego, CA 92119 ",976 sqft,"$315,000",32.80397,-117.03973
1523," 3120 Malabar St Los Angeles, CA 90063 ",784 sqft,"$440,000",34.04549,-118.19599
1524," 2194 Country Dr Fremont, CA 94536 ","1,652 sqft","$948,000",37.558327,-121.983315
1525," 19148 Hitching Post Pl Riverside, CA 92508 ","3,990 sqft","$688,000",33.90067,-117.329384
1526," 11625 Texas Ave #204 Los Angeles, CA 90025 ","1,097 sqft","$675,000",34.048023,-118.457886
1527," 105 Griffiths St Bakersfield, CA 93309 ","1,688 sqft","$189,950",35.353043,-119.05024
1528," 3249 Bennett Dr Hollywood, CA 90068 ","2,458 sqft","$1,845,000",34.12624,-118.34723
1529," 389 Belmont St #107 Oakland, CA 94610 ","1,380 sqft","$699,000",37.80943,-122.25425
1530," 8017 Rothdell Trl Los Angeles, CA 90046 ","1,621 sqft","$975,000",34.109127,-118.36889
1531," 4221 Conrad Ave San Diego, CA 92117 ","1,469 sqft","$735,000",32.835163,-117.20078
1532," 5252 Meridian St Los Angeles, CA 90042 ","2,872 sqft","$1,600,000",34.120953,-118.20076
1533," 126 Martin L King Blvd Bakersfield, CA 93307 ",791 sqft,"$99,500",35.256886,-118.91193
1534," 401 Fenley Ave San Jose, CA 95117 ","2,247 sqft","$1,678,000",37.320957,-121.95667
1535," 11104 Cypress Falls Ave Bakersfield, CA 93312 ","2,043 sqft","$335,000",35.42479,-119.126114
1536," 5872 Cadiz Dr San Jose, CA 95123 ","1,321 sqft","$899,000",37.242462,-121.85107
1537," 837 S Sapphire Ln Anaheim, CA 92807 ","1,427 sqft","$615,000",33.833866,-117.77732
1538," 3559 Riviera Dr San Diego, CA 92109 ","3,257 sqft","$3,550,000",32.783924,-117.239265
1539," 20 Ridge Valley Irvine, CA 92618 ","2,655 sqft","$1,099,000",33.706104,-117.721375
1540," 5200 White Oak Ave #8 Encino, CA 91316 ","1,633 sqft","$619,000",34.16515,-118.517914
1541," 7267 Latrobe Cir San Diego, CA 92139 ","1,478 sqft","$450,000",32.685932,-117.03796
1542," 12237 Carmel Vista Rd #258 San Diego, CA 92130 ",951 sqft,"$525,000",32.941444,-117.237595
1543," Bristol Plan in Highgate Square at Seven Oaks by Castle & Cooke Bakersfield, CA 93311 ","2,095 sqft","$351,990+",35.338345,-119.152695
1544," 2633 Prosperity Way Modesto, CA 95355 ","3,564 sqft","$465,000",37.678856,-120.946175
1545," 5051 La Jolla Blvd #309 San Diego, CA 92109 ",654 sqft,"$393,272",32.806187,-117.258965
1546," 3621 Camino Real Modesto, CA 95356 ","1,957 sqft","$266,598",37.691666,-121.04391
1547," 4537 Linden Ave Long Beach, CA 90807 ","1,557 sqft","$589,000",33.84093,-118.18644
1548," 3217 Montello St Bakersfield, CA 93306 ","1,424 sqft","$215,000",35.38287,-118.938354
1549," 5862 Falon Way San Jose, CA 95123 ","1,988 sqft","$1,100,000",37.24497,-121.814156
1550," 10845 Fire Island Cir Stockton, CA 95209 ","1,615 sqft","$350,000",38.05739,-121.35925
1551," 238 E 84th St Los Angeles, CA 90003 ",820 sqft,"$379,995",33.962708,-118.27054
1552," 5556 Calumet Ave La Jolla, CA 92037 ","2,624 sqft","$5,595,000",32.812744,-117.27085
1553," 57 Stowe Irvine, CA 92620 ","3,630 sqft","$1,509,000",33.703667,-117.748634
1554," 2877 W Canyon Ave San Diego, CA 92123 ","1,554 sqft","$714,900",32.79934,-117.11648
1555," 1336 5th Ave Chula Vista, CA 91911 ","1,323 sqft","$505,000",32.60316,-117.07437
1556," 8285 E Shields Ave Fresno, CA 93737 ","2,473 sqft","$1,800,000",36.777496,-119.64028
1557," 38 Arc Irvine, CA 92603 ","2,921 sqft","$2,048,000",33.627556,-117.81289
1558," 148 Modjeska Irvine, CA 92618 ","2,346 sqft","$898,000",33.684864,-117.719215
1559," 7759 Yolanda Ave Reseda, CA 91335 ","2,501 sqft","$739,000",34.21177,-118.54076
1560," 4426 Temecula St #5 San Diego, CA 92107 ",540 sqft,"$320,000",32.752125,-117.231705
1561," 2664 Somerset Park Cir San Jose, CA 95132 ",677 sqft,"$469,000",37.39484,-121.86183
1562," 204 Crow Ln Fountain Valley, CA 92708 ","1,868 sqft","$105,000",33.698063,-117.96583
1563," 1933 E Myrtle St Stockton, CA 95205 ","1,405 sqft","$239,000",37.957367,-121.26558
1564," 5758 W Birch Ave Fresno, CA 93722 ","3,443 sqft","$489,999",36.841343,-119.89567
1565," 1569 Michael Ln Pacific Palisades, CA 90272 ","1,926 sqft","$1,250,000",34.079044,-118.56536
1566," 6630 Canopy Ridge Ln #46 San Diego, CA 92121 ","1,313 sqft","$609,000",32.91563,-117.179596
1567," 1020 Jackson St #307 Oakland, CA 94607 ",740 sqft,"$549,000",37.799595,-122.26638
1568," 6434 Akins Ave #512 San Diego, CA 92114 ",740 sqft,"$209,509",32.711252323955,-117.05863882789
1569," 4260 Irvine Ave Studio City, CA 91604 ","4,093 sqft","$2,499,500",34.147232,-118.385155
1570," 1301 Palisades Dr Pacific Palisades, CA 90272 ","1,575 sqft","$1,099,000",34.069866,-118.56197
1571," 7925 Beland Ave Los Angeles, CA 90045 ","2,410 sqft","$1,975,000",33.969543,-118.40432
1572," 696 S Lassen Ct Anaheim, CA 92804 ","2,601 sqft","$799,900",33.822845,-117.99572
1573," 7241 Kelley Dr Stockton, CA 95207 ","2,220 sqft","$299,950",38.015377,-121.35425
1574," 3848 E McKenzie Ave Fresno, CA 93702 ","1,362 sqft","$175,000",36.74658,-119.75973
1575," 11258 Hatteras St North Hollywood, CA 91601 ","1,508 sqft","$725,000",34.175694,-118.37665
1576," 4735 Congress Ave Oakland, CA 94601 ","2,032 sqft","$749,000",37.777664,-122.20381
